ID,type,subtype,date,year,month,day,hour,georef,district,municipali,parish,DICOFREG,source,sourcedate,sourcetype,page,fatalities,injured,evacuated,displaced,missing,relevance_score,evento_nome
13837764719d8a07809d2eb351a78953,Other,Other,27/05/2025,2025,5,27,19:28,braga,Braga,Braga,braga,nan,bragatv,2025-05-28,web,https://bragatv.pt/ha-uma-instalacao-de-chuva-de-luz-para-ver-em-braga/,0,0,0,0,0,1,desconhecido
