ID,keyword,localidade,title,link,published,collection_date
bfef62261b30bb9d1e4d127c38621674,granizo,Santana,"Temporal com granizo provoca destruição no Rincão de Santana, interior de São Borja - SB News",https://news.google.com/rss/articles/CBMiqwFBVV95cUxOcHUyNW5pajRMOE1JZV9sclRVYnIxbXU1NUh6UjB4ZmRNNVRmS0xEbGtNcGZzM1BmWU1BOUI5ZWV1SnJmemhOa09zTmhSWWhka0ZpRzVnd1VnM3ZUY3BJVjFKNlIzWkhnN0JKN21UbHczQkZsSGNmZFh4Q0N1Z2lHMXg1eTlZTGJnaEtzS3owdEQ2U1lwdi1ILWcyX3IyUVhNc2NlTDZGbFBsVzQ?oc=5,"Thu, 05 Jun 2025 21:07:00 GMT",2025-06-06
8e5b20e8bb66cea05cc6a66fdd3d9cd4,chuva,Ponte de Sor,A bandeira de um município alentejano foi levantada no Monte Everest. - Televisão do Sul,https://news.google.com/rss/articles/CBMimwFBVV95cUxOTDBuTFFBNzdIVjFGV280TVpGZVFUZFVBbGNvcktFdTVqQ2QtZC0xaUVvVHRHeGJObC01aFZ6bmxiVWd4cndDc1J6X1doV3RFdGdOekVNSkZIb3ZWczJ0a1FTVFMxVXdEcmR6M2R3TGZ4VGllemM1VFlQWVJ1SktUWk4tMjg0cVRmakJ2ZVl5bWo5dDE1NzAzR0VKVdIBoAFBVV95cUxNWnRheVEtUHdtUjVSNlJNdUVlVVdhUmNPdXhvUEFfWE0wQUFIQ2t3UWRvTXg1akstLWlwZ09VSWM5ZG1SbGtpM3d4akFrS1VmVE9RVWtsWDVHcHloTHRSOTU3dDg3dXFHakU5RVVuWkVheTctb3RpemRVUUtzcXdFMzJUMHRJZkIwQWpLNTd5OWRLeHBZZmczdV91UWxSdU5M?oc=5,"Thu, 05 Jun 2025 21:45:54 GMT",2025-06-06
994edd91c7b60111ca2935d843016911,inundação,santana,Governo Ronaldo confirma financiamento para obras que visam eliminar alagamentos em Feira de Santana - Jornal Grande Bahia,https://news.google.com/rss/articles/CBMi2gFBVV95cUxOU2VCVHNLdFFidzVIaUd0ZHhHLUFBR0hQblFHeWVfaERqZVNRdThLRXJ0aEs3TWQ5VHVwNzBOVzJlcmFoOXJVU2FTUnVXVTFqTHktd0pkOUR0UDlyZlpaY3Iyelo5eEdxQ1VxNE4tZGQ5LWw3RDZvVW14OGJSRHJSNzYwd2NYX0h4ejZDQmcwUzAtQlZSYVEwMTNfQjNJRWxrTGpTMTAxSmlUYk1TNVdsekNDNDFLeHBrUVEzSm1VVVNzd0w4OFg5OGhIT1M4SGRGUzZUeHBfeEpXQQ?oc=5,"Fri, 06 Jun 2025 07:02:38 GMT",2025-06-06
dfb41924ceeb2c74e060710873ce2d17,tempestade,Albergaria-a-Velha,Educação à Escuta - Ep. 08 Rosa Madeira - terranova.pt,https://news.google.com/rss/articles/CBMilgFBVV95cUxPZXllRUdHWTVKR0xyZHNsMlB0NlhWN3JaSk9GYWJseHFBOG0yTnZGa0VWbEdTc3c4RHI1dEpTZHRjTnNNZ0xWdzZzLThJdlV5c0xsNkVHR2lreE1rNnZUUU9rVUYzc2Z2RzR6dHJ3Z2ZnNVg4bU5Rb293Rm04RU15MXVPb0FVckI4MHFTY1Z3SGp2bVFrd3c?oc=5,"Thu, 05 Jun 2025 11:04:37 GMT",2025-06-06
8e5b20e8bb66cea05cc6a66fdd3d9cd4,chuva,ponte de sor,A bandeira de um município alentejano foi levantada no Monte Everest. - Televisão do Sul,https://news.google.com/rss/articles/CBMimwFBVV95cUxOTDBuTFFBNzdIVjFGV280TVpGZVFUZFVBbGNvcktFdTVqQ2QtZC0xaUVvVHRHeGJObC01aFZ6bmxiVWd4cndDc1J6X1doV3RFdGdOekVNSkZIb3ZWczJ0a1FTVFMxVXdEcmR6M2R3TGZ4VGllemM1VFlQWVJ1SktUWk4tMjg0cVRmakJ2ZVl5bWo5dDE1NzAzR0VKVdIBoAFBVV95cUxNWnRheVEtUHdtUjVSNlJNdUVlVVdhUmNPdXhvUEFfWE0wQUFIQ2t3UWRvTXg1akstLWlwZ09VSWM5ZG1SbGtpM3d4akFrS1VmVE9RVWtsWDVHcHloTHRSOTU3dDg3dXFHakU5RVVuWkVheTctb3RpemRVUUtzcXdFMzJUMHRJZkIwQWpLNTd5OWRLeHBZZmczdV91UWxSdU5M?oc=5,"Thu, 05 Jun 2025 21:45:54 GMT",2025-06-06
9c770bd850df5b6fbf4d340cde263ef3,cheias,tábua,CPT4x4: Aquino com duplo triunfo em Tábua - AutoLook.pt,https://news.google.com/rss/articles/CBMibkFVX3lxTE1oYTdKR0ZybXY3UVBRYTVkMGplaHRUQ3M4ZUU3Z2tRQ1d2ejZiQWFoR1c3Sl9RMGduLVhteTZXLUFsV1FxSE5sWDdSbjRqMXJwa1dqd1pIR3RIVC1HU0tMMDhKel9pck84aWpVMzBR?oc=5,"Thu, 05 Jun 2025 01:32:24 GMT",2025-06-06
aa232363d6b945200ace96fa9659bfe8,cheias,Macedo de Cavaleiros,"Fátima Lopes visita aldeia e é recebida com amor. ""Fui tão mimada"" - Notícias ao Minuto",https://news.google.com/rss/articles/CBMirgFBVV95cUxOUmVKMGZrQlVCMng2UDJmVU5uVFVfa2Y0NUNfLWVkLXoyTUNyamdtb3l5NVhIbGo5VmVNNk9UVVpJS3JoVVYxb1JpdFNzc2NmTWdiQVVvYzIzZU1Qdk5yblNObXVCMVVOQUphSWhzNXE0T0dtMWJoMzBOczFxRUZzUDBEa1ZJTkNOdW1XZE5KRF81Uk0xOHA3alhLYmlDd19jdHpNNXlUZDJtRXlPa3c?oc=5,"Thu, 05 Jun 2025 08:22:00 GMT",2025-06-06
cfdf94a2e3f8daaf607c8622268d8cb6,cheias,Ilha de São Miguel,Azores Burning Summer '25 - Guia da Cidade,https://news.google.com/rss/articles/CBMieEFVX3lxTE82NUNoYi1SVDdKMF9SYmFRZ3ZZSXpxUDVTaFJJQWkwZldQaEhkeXhGYnpBVHh0dFhGSWNIWGhzRzJScTVRSVRFMnd1bkpRXzJGbWk0QnNLTmNoWnZTNE1LdEZYbkxDVThJM2NEd0RNUXJmV2x3N1o1ZNIBfEFVX3lxTE50aGVMdmtsY1lrTnVzdzdMRURKVWNyZHBEVVBPWjU5Zl9IcGlRQXVSQ2J5Mm4tRHVnYUh1MWVReHNSZU8zU3N6Mkw2UU5Ld29kS3NUd056Y1poWVdvVkxwaXNJZFViSFhVRF81QURydmRUWmhnb1BfZnM4bW4?oc=5,"Thu, 05 Jun 2025 17:31:47 GMT",2025-06-06
f96f869db59d088c4f424b465d5ae5f8,cheias,ribeira brava,"JP visitou Bombeiros da Ribeira Brava e Ponta do Sol para ""ouvir histórias reais"" - dnoticias.pt",https://news.google.com/rss/articles/CBMivgFBVV95cUxPUnJHZl8zVFdlMkZ4U3YwNmZsaHlvQ05rVkgzT0xqMVFwVmQ1dTlHTF9ocUt5WnVlZ3ZWS1JSd3FMaGEtMG40RzVDV3g5RWNkUTZ3bk9UZV9pbThRQVBDaDBtaGNxOEVVRWRoYzlTS2NtU0Vqb0tDYjl2VlhlRUROdl9BVXJrWEN5OVhheU42THBpR2tfVTUzdmV3TkVVTEprWEM0eUIydDNrSm9mY0ZySFpWeERLY2ZrZFVacDhn?oc=5,"Thu, 05 Jun 2025 10:38:00 GMT",2025-06-06
aa232363d6b945200ace96fa9659bfe8,cheias,macedo de cavaleiros,"Fátima Lopes visita aldeia e é recebida com amor. ""Fui tão mimada"" - Notícias ao Minuto",https://news.google.com/rss/articles/CBMirgFBVV95cUxOUmVKMGZrQlVCMng2UDJmVU5uVFVfa2Y0NUNfLWVkLXoyTUNyamdtb3l5NVhIbGo5VmVNNk9UVVpJS3JoVVYxb1JpdFNzc2NmTWdiQVVvYzIzZU1Qdk5yblNObXVCMVVOQUphSWhzNXE0T0dtMWJoMzBOczFxRUZzUDBEa1ZJTkNOdW1XZE5KRF81Uk0xOHA3alhLYmlDd19jdHpNNXlUZDJtRXlPa3c?oc=5,"Thu, 05 Jun 2025 08:22:00 GMT",2025-06-06
