ID,type,subtype,date,year,month,day,hour,georef,district,municipali,parish,DICOFREG,source,sourcedate,sourcetype,page,fatalities,injured,evacuated,displaced,missing,relevance_score,matched_categories,evento_nome
1e795af93eb00e95e13b9722432e619a,Other,Other,04/06/2025,2025,6,4,11:21,aveiro,Aveiro,Aveiro,aveiro,nan,noticiasaominuto,2025-06-05,web,https://www.noticiasaominuto.com/pais/2799796/escoces-desaparecido-em-albufeira-foi-encontrado-morto-pj-no-local,0,8,0,0,0,6,"['victims', 'missing']",desconhecido
